Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
CUSTODIAN_BANK,TYPE,NUMBER(1),*Phân loại ngân hàng*,,
CUSTODIAN_BANK,ADDRESS,VARCHAR2(500 CHAR),*Địa chỉ*,,
CUSTODIAN_BANK,PHONE_NUMBER,VARCHAR2(20 CHAR),*Số điện thoại*,,
CUSTODIAN_BANK,FAX,VARCHAR2(20 CHAR),*Số fax*,,
CUSTODIAN_BANK,EMAIL,VARCHAR2(255 CHAR),*Email*,,
CUSTODIAN_BANK,WEBSITE,VARCHAR2(2000 CHAR),*Website*,,
CUSTODIAN_BANK,CERT_NO,VARCHAR2(255 CHAR),*Giấy phép thành lập*,,
CUSTODIAN_BANK,VOUCHER_NO,VARCHAR2(255 CHAR),*Số GP điều chỉnh*,,
CUSTODIAN_BANK,DEC_DATE,TIMESTAMP(6),*Ngày chấp thuận*,,
CUSTODIAN_BANK,STATUS,NUMBER(1),*Trạng thái hoạt động*,,
CUSTODIAN_BANK,FILE_DATA,CLOB,*File đính kèm*,,
CUSTODIAN_BANK,FILE_NAME,VARCHAR2(255 CHAR),*Tên file*,,
CUSTODIAN_BANK,NOTE,CLOB,*Ghi chú*,,
CUSTODIAN_BANK,ACTIVE,NUMBER(1),"*Trạng thái hoạt động (1: **Đang sử dụng, 0: Không sử dụng)*",,
CUSTODIAN_BANK,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
CUSTODIAN_BANK,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
CUSTODIAN_BANK,DELETED_REASON,CLOB,*Lý do xóa*,,
CUSTODIAN_BANK,VERSION,NUMBER(MAX),*Phiên bản*,,
CUSTODIAN_BANK,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
CUSTODIAN_BANK,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
CUSTODIAN_BANK,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
CUSTODIAN_BANK,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
CUSTODIAN_BANK,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
CUSTODIAN_BANK,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
CUSTODIAN_BANK,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
CUSTODIAN_BANK,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
CUSTODIAN_BANK,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
CUSTODIAN_BANK,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
CUSTODIAN_BANK,IDX_CUSTODIAN_BANK_ID,STABLE_ID,,,
ORGANIZATION_TYPE_USER_TYPE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUID)*,PK,
ORGANIZATION_TYPE_USER_TYPE,ORGANIZATION_TYPE_ID,VARCHAR2(36 CHAR),*ID loại tổ chức*,,FK suy luận → ORGANIZATION_TYPE.ID
ORGANIZATION_TYPE_USER_TYPE,USER_TYPE,VARCHAR2(36 CHAR),"*Loại đối tượng (1=Nội bộ, 3=Tổ chức ngoài, 4=Cá nhân ngoài)*",,
ORGANIZATION_TYPE_USER_TYPE,IDX_ORG_TYPE_USER_TYPE_ORG,ORGANIZATION_TYPE_ID,,,
PENALTY_FORM,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
PENALTY_FORM,CODE,VARCHAR2(50 CHAR),*Mã loại nhà đầu tư nước ngoài*,,
PENALTY_FORM,NAME,VARCHAR2(500 CHAR),*Tên loại nhà đầu tư nước ngoài*,,
PENALTY_FORM,DESCRIPTION,CLOB,*Mô tả*,,
PENALTY_FORM,CATEGORY,VARCHAR2(100 CHAR),*Phân loại hình thức xử phạt*,,
PENALTY_FORM,LEGAL_BASE,CLOB,*Căn cứ pháp lý*,,
PENALTY_FORM,STATUS,NUMBER(1),"*Trạng thái hiệu lực (1: Hiệu lực, 0: Hết hiệu lực)*",,
PENALTY_FORM,NOTE,CLOB,*Ghi chú bổ sung*,,
PENALTY_FORM,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
PENALTY_FORM,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
PENALTY_FORM,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
PENALTY_FORM,DELETED_REASON,CLOB,*Lý do xóa*,,
PENALTY_FORM,VERSION,NUMBER(MAX),*Phiên bản*,,
PENALTY_FORM,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
PENALTY_FORM,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
PENALTY_FORM,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
PENALTY_FORM,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
PENALTY_FORM,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
PENALTY_FORM,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
PENALTY_FORM,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
PENALTY_FORM,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PENALTY_FORM,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PENALTY_FORM,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
PENALTY_FORM,IDX_PENALTY_FORM_ACTIVE,"ACTIVE, DELETED",,,
PENALTY_FORM,IDX_PENALTY_FORM_OLD_ID,OLD_ID,,,
PENALTY_FORM,IDX_PENALTY_FORM_STABLE_ID,STABLE_ID,,,
PENALTY_FORM,IDX_PENALTY_FORM_CATEGORY,CATEGORY,,,
PENALTY_FORM,IDX_PENALTY_FORM_EFFECTIVE_DATES,"EFFECTIVE_START_DATE, EFFECTIVE_END_DATE",,,
INSPECTION_TARGET,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
INSPECTION_TARGET,CODE,VARCHAR2(20 CHAR),*Mã đối tượng thanh tra (Vd: 001)*,,
INSPECTION_TARGET,NAME,VARCHAR2(255 CHAR),*Tên đối tượng thanh tra*,,
INSPECTION_TARGET,DESCRIPTION,VARCHAR2(255 CHAR),*Mô tả*,,
INSPECTION_TARGET,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
INSPECTION_TARGET,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
INSPECTION_TARGET,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
INSPECTION_TARGET,DELETED_REASON,CLOB,*Lý do xóa*,,
INSPECTION_TARGET,VERSION,NUMBER(MAX),*Phiên bản*,,
INSPECTION_TARGET,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
INSPECTION_TARGET,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
INSPECTION_TARGET,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
INSPECTION_TARGET,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
INSPECTION_TARGET,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
INSPECTION_TARGET,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
INSPECTION_TARGET,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
INSPECTION_TARGET,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
INSPECTION_TARGET,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
INSPECTION_TARGET,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
INSPECTION_TARGET,IDX_INSPECTION_TARGET_ACTIVE,"ACTIVE, DELETED",,,
INSPECTION_TARGET,IDX_INSPECTION_TARGET_OLD_ID,OLD_ID,,,
INSPECTION_TARGET,IDX_INSPECTION_TARGET_STABLE_ID,STABLE_ID,,,
INSPECTION_TARGET,IDX_INSPECTION_TARGET_EFFECTIVE_END,EFFECTIVE_END_DATE,,,
PAYMENT_CUSTODIAN_BANK,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
PAYMENT_CUSTODIAN_BANK,CODE,VARCHAR2(20 CHAR),*Mã ngân hàng*,,
PAYMENT_CUSTODIAN_BANK,NAME_VN,VARCHAR2(255 CHAR),*Tên tiếng Việt*,,
PAYMENT_CUSTODIAN_BANK,NAME_EN,VARCHAR2(255 CHAR),*Tên tiếng Anh*,,
PAYMENT_CUSTODIAN_BANK,SHORT_NAME,VARCHAR2(100 CHAR),*Tên viết tắt*,,
PAYMENT_CUSTODIAN_BANK,TYPE,NUMBER(1),*Phân loại ngân hàng*,,
PAYMENT_CUSTODIAN_BANK,ADDRESS,VARCHAR2(1000 CHAR),*Địa chỉ*,,
PAYMENT_CUSTODIAN_BANK,PHONE_NUMBER,VARCHAR2(20 CHAR),*Số điện thoại*,,
PAYMENT_CUSTODIAN_BANK,FAX,VARCHAR2(20 CHAR),*Số fax*,,
PAYMENT_CUSTODIAN_BANK,EMAIL,VARCHAR2(400 CHAR),*Email*,,
PAYMENT_CUSTODIAN_BANK,WEBSITE,CLOB,*Website*,,
PAYMENT_CUSTODIAN_BANK,BUSINESS_LICENSE_NO,VARCHAR2(200 CHAR),*Giấy phép thành lập*,,
PAYMENT_CUSTODIAN_BANK,LICENSE_ISSUE_DATE,TIMESTAMP(6),*Ngày cấp giấy phép*,,
PAYMENT_CUSTODIAN_BANK,LICENSE_ISSUER,VARCHAR2(500),*Nơi cấp*,,
PAYMENT_CUSTODIAN_BANK,CHARTER_CAPITAL,VARCHAR2(100),*Vốn điều lệ*,,
PAYMENT_CUSTODIAN_BANK,APPROVAL_DECISION_NO,VARCHAR2(200),*Số QĐ chấp thuậ*,,
PAYMENT_CUSTODIAN_BANK,APPROVAL_DECISION_DATE,TIMESTAMP(6),*Ngày QĐ chấp thuận*,,
PAYMENT_CUSTODIAN_BANK,OPERATION_START_DATE,TIMESTAMP(6),*Ngày bắt đầu hoạt động chính thức (theo QĐ).*,,
PAYMENT_CUSTODIAN_BANK,OPERATION_REGISTRATION_CERT,VARCHAR2(200),*Giấy chứng nhận đăng ký hoạt động*,,
PAYMENT_CUSTODIAN_BANK,OPERATION_REGISTRATION_DATE,TIMESTAMP(6),*Ngày cấp giấy chứng nhận đăng ký hoạt động.*,,
PAYMENT_CUSTODIAN_BANK,STATUS,NUMBER(1),*Trạng thái hoạt động*,,
PAYMENT_CUSTODIAN_BANK,CUSTODY_START_DATE,TIMESTAMP(6),*Ngày bắt đầu lưu ký*,,
PAYMENT_CUSTODIAN_BANK,CUSTODY_MEMBERSHIP_CERT,TIMESTAMP(6)),*Giấy chứng nhận tư cách thành viên lưu ký.*,,
PAYMENT_CUSTODIAN_BANK,CUSTODY_MEMBERSHIP_DATE,TIMESTAMP(6),*Ngày cấp giấy chứng nhận tư cách thành viên lưu ký.*,,
PAYMENT_CUSTODIAN_BANK,REVOCATION_DECISION_NO,VARCHAR2(200),*Số quyết định thu hồi/giải thể/thay đổi*,,
PAYMENT_CUSTODIAN_BANK,REVOCATION_DECISION_DATE,TIMESTAMP(6),*Ngày ra quyết định thu hồi/giải thể.*,,
PAYMENT_CUSTODIAN_BANK,MANAGED_BY_COMPANY_ID,VARCHAR2(36 char),*Stable Id bảng Security*,,
PAYMENT_CUSTODIAN_BANK,NOTE,CLOB,*Ghi chú*,,
PAYMENT_CUSTODIAN_BANK,ACTIVE,NUMBER(1),"*Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)*",,
PAYMENT_CUSTODIAN_BANK,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
PAYMENT_CUSTODIAN_BANK,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
PAYMENT_CUSTODIAN_BANK,DELETED_REASON,CLOB,*Lý do xóa*,,
PAYMENT_CUSTODIAN_BANK,VERSION,NUMBER(MAX),*Phiên bản*,,
PAYMENT_CUSTODIAN_BANK,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
PAYMENT_CUSTODIAN_BANK,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
PAYMENT_CUSTODIAN_BANK,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
PAYMENT_CUSTODIAN_BANK,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
PAYMENT_CUSTODIAN_BANK,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
PAYMENT_CUSTODIAN_BANK,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
PAYMENT_CUSTODIAN_BANK,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
PAYMENT_CUSTODIAN_BANK,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PAYMENT_CUSTODIAN_BANK,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PAYMENT_CUSTODIAN_BANK,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
PAYMENT_CUSTODIAN_BANK,IDX_PCB_STABLE_ID,STABLE_ID,,,
FUND_DISTRIBUTOR,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
FUND_DISTRIBUTOR,NAME_VN,VARCHAR2(255 CHAR),*Tên tiếng Việt*,,
FUND_DISTRIBUTOR,NAME_EN,VARCHAR2(255 CHAR),*Tên tiếng Anh*,,
FUND_DISTRIBUTOR,SHORT_NAME,VARCHAR2(255 CHAR,*Tên viết tắt*,,
FUND_DISTRIBUTOR,HEAD_OFFICE_ADDRESS,VARCHAR2(255 CHAR),*Địa chỉ trụ sở chính*,,
FUND_DISTRIBUTOR,PHONE_NUMBER,VARCHAR2(255 CHAR),*Số điện thoại*,,
FUND_DISTRIBUTOR,FAX,VARCHAR2(255 CHAR),*Số fax*,,
FUND_DISTRIBUTOR,DECISION,VARCHAR2(255 CHAR),*Số quyết định chấp thuận*,,
FUND_DISTRIBUTOR,DECISION_DATE,TIMESTAMP(6),*Ngày ban hành quyết định*,,
FUND_DISTRIBUTOR,DECISION_PLACE,VARCHAR2(255 CHAR),*Nơi ban hành quyết định*,,
FUND_DISTRIBUTOR,ACTIVE_DATE,TIMESTAMP(6),*Ngày bắt đầu hoạt động*,,
FUND_DISTRIBUTOR,STOP_DATE,TIMESTAMP(6),*Ngày dừng hoạt động*,,
FUND_DISTRIBUTOR,OPERATION_STATUS,NUMBER(1),"*Trạng thái hoạt động (1: hoạt động, 0: ngừng)*",,
FUND_DISTRIBUTOR,NOTE,CLOB,*Ghi chú*,,
FUND_DISTRIBUTOR,ACTIVE,NUMBER(1),"*Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)*",,
FUND_DISTRIBUTOR,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
FUND_DISTRIBUTOR,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
FUND_DISTRIBUTOR,DELETED_REASON,CLOB,*Lý do xóa*,,
FUND_DISTRIBUTOR,VERSION,NUMBER(MAX),*Phiên bản*,,
FUND_DISTRIBUTOR,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
FUND_DISTRIBUTOR,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
FUND_DISTRIBUTOR,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
FUND_DISTRIBUTOR,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
FUND_DISTRIBUTOR,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
FUND_DISTRIBUTOR,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
FUND_DISTRIBUTOR,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
FUND_DISTRIBUTOR,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FUND_DISTRIBUTOR,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FUND_DISTRIBUTOR,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
FUND_DISTRIBUTOR,IDX_FUND_DISTRIBUTOR_STABLE_ID,STABLE_ID,,,
FUND_DISTRIBUTOR,IDX_FUND_DISTRIBUTOR_DELETED,DELETED,,,
FOREIGN_FUND_BRANCH,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
FOREIGN_FUND_BRANCH,NAME,VARCHAR2(255),*Tên VPĐD/Chi nhánh*,,
FOREIGN_FUND_BRANCH,EN_NAME,VARCHAR2(255),*Tên tiếng Anh*,,
FOREIGN_FUND_BRANCH,SHORT_NAME,VARCHAR2(255),*Tên viết tắt*,,
FOREIGN_FUND_BRANCH,IS_BRANCH,NUMBER(1),"*Loại hình: 0-VPĐD, 1-Chi nhánh*",,
FOREIGN_FUND_BRANCH,PARENT_NAME,NVARCHAR2(255),*Tên công ty mẹ*,,
FOREIGN_FUND_BRANCH,PARENT_CODE,NVARCHAR2(255),*Số ĐKKD công ty mẹ*,,
FOREIGN_FUND_BRANCH,NAT_ID,VARCHAR2(36 char),*Stable Id bảng country*,,
FOREIGN_FUND_BRANCH,NAT_VERSION_ID,VARCHAR2(36 char),*Id bảng country*,,
FOREIGN_FUND_BRANCH,PARENT_ADDRESS,CLOB,*Địa chỉ công ty mẹ*,,
FOREIGN_FUND_BRANCH,ADDRESS,CLOB,*ịa chỉ VPĐD/Chi nhánh tại VN*,,
FOREIGN_FUND_BRANCH,PHONE,VARCHAR2(255),*Số điện thoại*,,
FOREIGN_FUND_BRANCH,FAX,VARCHAR2(255),*Số fax*,,
FOREIGN_FUND_BRANCH,EMAIL,VARCHAR2(255),*Email*,,
FOREIGN_FUND_BRANCH,WEBSITE,VARCHAR2(255),*Website*,,
FOREIGN_FUND_BRANCH,REG_NO,VARCHAR2(255),*Giấy chứng nhận ĐKDN*,,
FOREIGN_FUND_BRANCH,TAX_CODE,VARCHAR2(255),*Mã số thuế*,,
FOREIGN_FUND_BRANCH,CAPITAL,"NUMBER(18, 2)",*Vốn điều lệ*,,
FOREIGN_FUND_BRANCH,LICENSE,VARCHAR2(255),*Giấy CN ĐKHĐ*,,
FOREIGN_FUND_BRANCH,LICENSE_DATE,TIMESTAMP(6),*N**gày cấp GCN ĐKHĐ*,,
FOREIGN_FUND_BRANCH,START_DATE,TIMESTAMP(6),*Ngày bắt đầu hoạt động*,,
FOREIGN_FUND_BRANCH,END_DATE,TIMESTAMP(6),*Ngày kết thúc hoạt động*,,
FOREIGN_FUND_BRANCH,CHANGE_LICENSE,VARCHAR2(255),*Số GP điều chỉnh gần nhất*,,
FOREIGN_FUND_BRANCH,CHANGE_LICENSE_DATE,TIMESTAMP(6),*Ngày chấp thuận điều chỉnh*,,
FOREIGN_FUND_BRANCH,CHANGE_NOTE,CLOB,*Lý do sửa đổi*,,
FOREIGN_FUND_BRANCH,STATUS_ID,VARCHAR2(36),*Trạng thái hoạt động*,,
FOREIGN_FUND_BRANCH,FILE_DATA,NCLOB,*File đính kèm*,,
FOREIGN_FUND_BRANCH,NOTE,CLOB,*Ghi chú*,,
FOREIGN_FUND_BRANCH,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
FOREIGN_FUND_BRANCH,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
FOREIGN_FUND_BRANCH,DELETED_REASON,CLOB,*Lý do xóa*,,
FOREIGN_FUND_BRANCH,VERSION,NUMBER(MAX),*Phiên bản*,,
FOREIGN_FUND_BRANCH,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
FOREIGN_FUND_BRANCH,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
FOREIGN_FUND_BRANCH,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
FOREIGN_FUND_BRANCH,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
FOREIGN_FUND_BRANCH,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
FOREIGN_FUND_BRANCH,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_FUND_BRANCH,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_FUND_BRANCH,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_FUND_BRANCH,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_FUND_BRANCH,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ACTIVE_STATUS,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,,
ACTIVE_STATUS,NAME,VARCHAR2(255 CHAR),*Tên trạng thái*,,
VIOLATION_TYPE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
VIOLATION_TYPE,CODE,VARCHAR2(50 CHAR),*Mã loại vi phạm*,,
VIOLATION_TYPE,NAME,VARCHAR2(500 CHAR),*Tên loại vi phạm*,,
VIOLATION_TYPE,FINE_AMOUNT,NUMBER(MAX),*Mức tiền phạt*,,
VIOLATION_TYPE,CURRENCY_ID,VARCHAR2(36 CHAR),*Stable Id đơn vị tiền tệ (bảng currency.stableId)*,,FK suy luận → CURRENCY.ID
VIOLATION_TYPE,CURRENCY_VERSION_ID,VARCHAR2(36 CHAR),*ID của đơn vị tiền tệ *,,
VIOLATION_TYPE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
VIOLATION_TYPE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
VIOLATION_TYPE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
VIOLATION_TYPE,DELETED_REASON,CLOB,*Lý do xóa*,,
VIOLATION_TYPE,VERSION,NUMBER(MAX),*Phiên bản*,,
VIOLATION_TYPE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
VIOLATION_TYPE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
VIOLATION_TYPE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
VIOLATION_TYPE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
VIOLATION_TYPE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
VIOLATION_TYPE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
VIOLATION_TYPE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
VIOLATION_TYPE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
VIOLATION_TYPE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
VIOLATION_TYPE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
VIOLATION_TYPE,IDX_VIOLATION_TYPE_ACTIVE,"ACTIVE, DELETED",,,
VIOLATION_TYPE,IDX_VIOLATION_TYPE_OLD_ID,OLD_ID,,,
VIOLATION_TYPE,IDX_VIOLATION_TYPE_STABLE_ID,STABLE_ID,,,
VIOLATION_TYPE,IDX_VIOLATION_TYPE_CODE,CODE,,,
VIOLATION_TYPE,IDX_VIOLATION_TYPE_EFFECTIVE_DATES,"EFFECTIVE_START_DATE, EFFECTIVE_END_DATE",,,
VIOLATION_TYPE,IDX_VIOLATION_TYPE_CURRENCY_ID,CURRENCY_ID,,,
PENALTY_FORM_VIOLATION_TYPE,PENALTY_FORM_ID,VARCHAR2(36 CHAR),*ID hình thức xử phạt (tới penalty_form)*,,FK suy luận → PENALTY_FORM.ID
PENALTY_FORM_VIOLATION_TYPE,PENALTY_FORM_STABLE_ID,VARCHAR2(36 CHAR),*Stable ID hình thức xử phạt*,,
PENALTY_FORM_VIOLATION_TYPE,VIOLATION_TYPE_ID,VARCHAR2(36 CHAR),*ID loại vi phạm (tới violation_type)*,,FK suy luận → VIOLATION_TYPE.ID
PENALTY_FORM_VIOLATION_TYPE,VIOLATION_TYPE_STABLE_ID,VARCHAR2(36 CHAR),*Stable ID loại vi phạm *,,
PENALTY_FORM_VIOLATION_TYPE,IDX_PFVT_PENALTY_FORM_ID,PENALTY_FORM_ID,,,
PENALTY_FORM_VIOLATION_TYPE,IDX_PFVT_PENALTY_FORM_STABLE_ID,PENALTY_FORM_STABLE_ID,,,
PENALTY_FORM_VIOLATION_TYPE,IDX_PFVT_VIOLATION_TYPE_ID,VIOLATION_TYPE_ID,,,
PENALTY_FORM_VIOLATION_TYPE,IDX_PFVT_VIOLATION_TYPE_STABLE_ID,VIOLATION_TYPE_STABLE_ID,,,
UBCK_STAFF,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
UBCK_STAFF,EMAIL,VARCHAR2(255 CHAR),*Địa chỉ email cán bộ*,,
UBCK_STAFF,NAME,VARCHAR2(255 CHAR),*Họ và tên cán bộ*,,
UBCK_STAFF,PERSONAL_IDENTIFICATION,VARCHAR2(255 CHAR),*Số định danh cá nhân*,,
UBCK_STAFF,PHONE_NUMBER,VARCHAR2(255 CHAR),*Số điện thoại*,,
UBCK_STAFF,EXTENSION_NUMBER,VARCHAR2(255 CHAR),*Số máy lẻ*,,
UBCK_STAFF,DEPARTMENT_ID,VARCHAR2(36 CHAR),*ID đơn vị*,,FK suy luận → DEPARTMENT.ID
UBCK_STAFF,DEPARTMENT_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản đơn vi'*,,
UBCK_STAFF,POSITION_ID,VARCHAR2(36 CHAR),*ID chức vụ*,,FK suy luận → POSITION.ID
UBCK_STAFF,POSITION_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản chức vụ*,,
UBCK_STAFF,ORGANIZATION_TYPE_ID,VARCHAR2(36 CHAR),*ID loại tổ chức*,,FK suy luận → ORGANIZATION_TYPE.ID
UBCK_STAFF,ORGANIZATION_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản loại tổ chức*,,
